id,MESSAGE_TYPE,transcript,creationDate,DIALOGUE_ID,PERSONA_ID,USER_ID,TASK_ID,application,creationDate_conversation,targetLang,tutorLang,hasTasks,CREATOR_ID,SCENARIO_ID,preCreated,simulated,archivedForProcessing,username
75900,H,Qu'est-ce que est arribé avec votre maison?,,1985,NULL,1421,NULL,3,2018-11-12 09:24:38.073,1,0,1,1421,16,1,0,0,user171
57039,H,Je veux retrouver mes parents.,05-11-18 13:29,1523,NULL,1305,45,3,2018-11-05 13:01:39.888,1,0,1,1305,10,0,0,0,user055
37636,H,,,1028,NULL,1387,NULL,3,2018-10-16 07:50:35.546,1,0,1,1387,16,1,0,0,user137
22154,H,la,26-09-18 09:22,642,NULL,1255,NULL,3,2018-09-26 09:14:56.272,1,0,1,1255,16,0,0,0,user005
51677,H,quel es ton nom?,24-10-18 08:01,1346,NULL,1320,NULL,3,2018-10-24 08:00:33.994,1,0,1,1320,3,0,0,0,user070
51945,H,,,1356,NULL,1440,NULL,3,2018-10-24 08:37:31.061,1,0,1,1440,3,1,0,0,user190
66078,H,quel est ton nom,,1740,NULL,1432,NULL,3,2018-11-07 09:34:44.245,1,0,1,1432,16,1,0,0,user182
16539,H,,,505,NULL,1363,NULL,3,2018-09-21 12:39:05.825,1,0,1,1363,16,1,0,0,user113
49024,H,,,1269,NULL,1376,NULL,3,2018-10-23 07:19:10.669,1,0,1,1376,10,1,0,0,user126
59933,H,quel livre?,,1619,NULL,1433,NULL,3,2018-11-06 14:04:03.774,1,0,1,1433,3,1,0,0,user183
74873,H,,,1969,NULL,1415,NULL,3,2018-11-12 09:23:42.324,1,0,1,1415,16,1,0,0,user165
54940,H,,,1495,NULL,1412,NULL,3,2018-11-05 12:32:33.122,1,0,1,1412,10,1,0,0,user162
13154,H,Vous êtes souvent avec Sensei?,21-09-18 07:54,430,NULL,1253,NULL,3,2018-09-21 07:48:42.671,1,0,1,1253,10,0,0,0,user003
42647,H,Lisette porte une blouse blanche.,,1132,NULL,1377,NULL,3,2018-10-16 09:41:12.222,1,0,1,1377,16,1,0,0,user127
77368,H,,,2011,NULL,1409,NULL,3,2018-11-12 10:07:40.581,1,0,1,1409,17,1,0,0,user159
72113,H,z,08-11-18 13:33,1874,NULL,1328,NULL,3,2018-11-08 13:24:18.216,1,0,1,1328,19,0,0,0,user078
62002,H,"exusez moi, tout le mond oublié toi",07-11-18 08:30,1656,NULL,1314,NULL,3,2018-11-07 08:26:41.853,1,0,1,1314,16,0,0,0,user064
36996,H,,,1016,NULL,1387,NULL,3,2018-10-16 07:35:25.183,1,0,1,1387,3,1,0,0,user137
49688,H,,,1282,NULL,1387,NULL,3,2018-10-23 07:31:14.528,1,0,1,1387,21,1,0,0,user137
15485,H,J'ai 13 ans,,489,NULL,1362,NULL,3,2018-09-21 12:10:27.530,1,0,1,1362,10,1,0,0,user112
22181,H,Pardon pour ça,26-09-18 09:22,647,NULL,1263,NULL,3,2018-09-26 09:19:37.504,1,0,1,1263,16,0,0,0,user013
25977,H,,,711,NULL,1352,NULL,3,2018-09-27 12:22:23.969,1,0,1,1352,10,1,0,0,user102
41852,H,Qu'est-ce que tu pensez de Sensei?,,1124,NULL,1371,NULL,3,2018-10-16 09:32:48.885,1,0,1,1371,10,1,0,0,user121
62437,H,angélique est votre femme,07-11-18 08:39,1681,NULL,1313,64,3,2018-11-07 08:32:46.768,1,0,1,1313,16,0,0,0,user063
50861,H,,,1301,NULL,1380,NULL,3,2018-10-23 07:52:29.165,1,0,1,1380,17,1,0,0,user130
17209,H,mon nom est ■■■■■,24-09-18 08:29,565,NULL,1260,NULL,3,2018-09-24 08:29:10.753,1,0,1,1260,10,0,0,0,user010
30699,H,Ca va bien.,,848,NULL,1416,NULL,3,2018-10-15 11:03:53.572,1,0,1,1416,3,1,0,0,user166
52350,H,,,1365,NULL,1443,NULL,3,2018-10-24 09:08:27.918,1,0,1,1443,16,1,0,0,user193
54955,H,Vous avez un problème avec des limaces?,,1496,NULL,1413,NULL,3,2018-11-05 12:32:33.698,1,0,1,1413,10,1,0,0,user163
21124,H,aaa,,620,NULL,1352,NULL,3,2018-09-25 13:33:36.472,1,0,1,1352,18,1,0,0,user102
43436,H,pourquoi est-ce que vous méditez,16-10-18 09:49,1128,NULL,1268,NULL,3,2018-10-16 09:36:41.401,1,0,1,1268,10,0,0,0,user018
41328,H,Vous passez souvent du temps ensemble,16-10-18 09:27,1069,NULL,1289,NULL,3,2018-10-16 09:17:39.100,1,0,1,1289,10,0,0,0,user039
18778,H,Claudettes est rousse,24-09-18 09:07,574,NULL,1257,NULL,3,2018-09-24 08:50:23.811,1,0,1,1257,16,0,0,0,user007
43662,H,,,1148,NULL,1373,NULL,3,2018-10-16 09:51:19.716,1,0,1,1373,16,1,0,0,user123
50739,H,,,1299,NULL,1370,NULL,3,2018-10-23 07:48:15.337,1,0,1,1370,21,1,0,0,user120
64506,H,,,1716,NULL,1426,NULL,3,2018-11-07 09:25:40.825,1,0,1,1426,10,1,0,0,user176
34489,H,Je vais visite Baldog,15-10-18 12:27,922,NULL,1298,NULL,3,2018-10-15 12:04:47.724,1,0,1,1298,3,0,0,0,user048
49170,H,Claudette porte un dentaire.,,1271,NULL,1371,NULL,3,2018-10-23 07:19:19.616,1,0,1,1371,16,1,0,0,user121
50361,H,,,1293,NULL,1387,NULL,3,2018-10-23 07:44:48.285,1,0,1,1387,19,1,0,0,user137
44207,H,,,1158,NULL,1387,NULL,3,2018-10-16 09:55:25.977,1,0,1,1387,19,1,0,0,user137
64140,H,Pourquoi tu va être déçu Sensei?,,1709,NULL,1434,NULL,3,2018-11-07 09:24:47.017,1,0,1,1434,10,1,0,0,user184
46294,H,Lisette porte une blouse blanche,23-10-18 06:37,1204,NULL,1281,72,3,2018-10-23 06:29:22.006,1,0,1,1281,16,0,0,0,user031
26120,H,aaaa,,713,NULL,1359,NULL,3,2018-09-27 12:22:43.396,1,0,1,1359,18,1,0,0,user109
27159,H,aaa,,729,NULL,1353,NULL,3,2018-09-27 12:33:54.339,1,0,1,1353,19,1,0,0,user103
47473,H,Comment vont les autres?,23-10-18 07:00,1234,NULL,1282,90,3,2018-10-23 06:55:03.030,1,0,1,1282,17,0,0,0,user032
60573,H,,,1629,NULL,1443,NULL,3,2018-11-06 14:13:38.728,1,0,1,1443,10,1,0,0,user193
22556,H,Elle est votre femme,26-09-18 09:31,657,NULL,1264,NULL,3,2018-09-26 09:21:56.463,1,0,1,1264,16,0,0,0,user014
43528,H,,,1142,NULL,1385,NULL,3,2018-10-16 09:50:32.372,1,0,1,1385,16,1,0,0,user135
65149,H,,,1724,NULL,1426,NULL,3,2018-11-07 09:27:44.729,1,0,1,1426,10,1,0,0,user176
12749,H,pourqoi?,21-09-18 07:45,423,NULL,1255,NULL,3,2018-09-21 07:41:44.759,1,0,1,1255,10,0,0,0,user005
24149,H,■■■■■■■,,680,NULL,1360,NULL,3,2018-09-27 12:08:39.251,1,0,1,1360,16,1,0,0,user110
40289,H,,,1102,NULL,1382,NULL,3,2018-10-16 09:20:57.921,1,0,1,1382,10,1,0,0,user132
55884,H,Vous êtes un ours brun,05-11-18 13:05,1522,NULL,1296,53,3,2018-11-05 13:01:37.803,1,0,1,1296,10,0,0,0,user046
11835,H,Qui êtes-vous?,21-09-18 07:21,401,NULL,1252,NULL,3,2018-09-21 07:15:59.868,1,0,1,1252,3,0,0,0,user002
57959,H,bonjour,06-11-18 07:41,1573,NULL,1329,NULL,3,2018-11-06 07:38:46.846,1,0,1,1329,3,0,0,0,user079
68573,H,Yvette est parasseuse.,,1803,NULL,1437,NULL,3,2018-11-08 12:06:18.514,1,0,1,1437,17,1,0,0,user187
52737,H,J'ai perdu mes parents dans la tempête.,26-10-18 07:05,1369,NULL,1474,38,3,2018-10-26 06:51:39.689,1,0,1,1474,10,0,0,0,user224
57840,H,tres bien,06-11-18 07:39,1573,NULL,1329,2,3,2018-11-06 07:38:46.846,1,0,1,1329,3,0,0,0,user079
47631,H,"C'est quoi, ton talent ?",23-10-18 07:03,1227,NULL,1270,126,3,2018-10-23 06:46:00.492,1,0,1,1270,18,0,0,0,user020
38321,H,,,1039,NULL,1381,NULL,3,2018-10-16 07:54:49.009,1,0,1,1381,16,1,0,0,user131
24688,H,aaaa,,690,NULL,1359,NULL,3,2018-09-27 12:10:58.969,1,0,1,1359,17,1,0,0,user109
18653,H,j'ai voler à le sud avec mes parents .,24-09-18 09:05,565,NULL,1260,NULL,3,2018-09-24 08:29:10.753,1,0,1,1260,10,0,0,0,user010
57700,H,je suis ■■■■■■ ,05-11-18 13:40,1546,NULL,1308,NULL,3,2018-11-05 13:34:33.260,1,0,1,1308,16,0,0,0,user058
18397,H,k,24-09-18 08:59,556,NULL,1255,NULL,3,2018-09-24 08:25:50.985,1,0,1,1255,10,0,0,0,user005
44353,H,Delphine porte une robe jaune des fleurs,16-10-18 09:56,1141,NULL,1277,NULL,3,2018-10-16 09:50:09.008,1,0,1,1277,16,0,0,0,user027
15351,H,quelle livre,,487,NULL,1359,NULL,3,2018-09-21 12:03:51.637,1,0,1,1359,3,1,0,0,user109
18760,H,Cloudettes est rousse,24-09-18 09:07,574,NULL,1257,NULL,3,2018-09-24 08:50:23.811,1,0,1,1257,16,0,0,0,user007
30425,H,,,840,NULL,1420,NULL,3,2018-10-15 09:01:51.587,1,0,1,1420,3,1,0,0,user170
69246,H,,,1815,NULL,1434,NULL,3,2018-11-08 12:26:25.450,1,0,1,1434,17,1,0,0,user184
70794,H,z,08-11-18 13:11,1851,NULL,1328,NULL,3,2018-11-08 13:05:12.562,1,0,1,1328,17,0,0,0,user078
55756,H,je m'appelle Rinc,05-11-18 13:02,1515,NULL,1300,55,3,2018-11-05 13:01:00.154,1,0,1,1300,16,0,0,0,user050
71735,H,est-ce que vous avez vu des hiboux pendant le tempête ?,08-11-18 13:25,1841,NULL,1323,82,3,2018-11-08 13:04:05.251,1,0,1,1323,16,0,0,0,user073
54678,H,"C'est quoi, votre plat préféré?",,1491,NULL,1422,NULL,3,2018-11-05 12:32:18.575,1,0,1,1422,10,1,0,0,user172
54437,H,,,1488,NULL,1446,NULL,3,2018-11-05 12:31:57.120,1,0,1,1446,16,1,0,0,user196
55080,H,,,1498,NULL,1419,NULL,3,2018-11-05 12:32:45.685,1,0,1,1419,16,1,0,0,user169
13285,H,je pense tu es Baldog pars-qu tu es un grand ours brun,21-09-18 07:57,433,NULL,1265,NULL,3,2018-09-21 07:52:12.013,1,0,1,1265,10,0,0,0,user015
70919,H,"et yvette, comment elle se sent?",08-11-18 13:11,1846,NULL,1330,96,3,2018-11-08 13:04:33.276,1,0,1,1330,17,0,0,0,user080
33176,H,,,893,NULL,1413,NULL,3,2018-10-15 11:51:28.083,1,0,1,1413,16,1,0,0,user163
70663,H,z,08-11-18 13:10,1840,NULL,1327,NULL,3,2018-11-08 13:04:04.836,1,0,1,1327,18,0,0,0,user077
41039,H,je suis un brun,,1116,NULL,1378,NULL,3,2018-10-16 09:24:39.391,1,0,1,1378,16,1,0,0,user128
19424,H,Georges est le mari de Delphine.,,591,NULL,1358,NULL,3,2018-09-25 13:07:12.837,1,0,1,1358,16,1,0,0,user108
21398,H,aaa,,626,NULL,1365,NULL,3,2018-09-25 13:42:59.680,1,0,1,1365,18,1,0,0,user115
40512,H,je m'appelle ■■■■■,16-10-18 09:22,1107,NULL,1275,NULL,3,2018-10-16 09:21:35.929,1,0,1,1275,10,0,0,0,user025
69085,H,Comment ca va avec Delphine?,,1812,NULL,1449,NULL,3,2018-11-08 12:20:13.020,1,0,1,1449,17,1,0,0,user199
66489,H,aqtgqerftgxcfvcbv a ,,1747,NULL,1442,NULL,3,2018-11-07 09:39:55.655,1,0,1,1442,16,1,0,0,user192
17310,H,"Oui,effectivement, j'ai vu quelque chose de bizarre.",24-09-18 08:31,564,NULL,1251,NULL,3,2018-09-24 08:29:02.189,1,0,1,1251,3,0,0,0,user001
20990,H,et avec delphine comment ça va avec sa,,618,NULL,1363,NULL,3,2018-09-25 13:28:22.097,1,0,1,1363,17,1,0,0,user113
76954,H,,,2003,NULL,1421,NULL,3,2018-11-12 10:02:33.019,1,0,1,1421,17,1,0,0,user171
65688,H,,,1734,NULL,1432,NULL,3,2018-11-07 09:31:45.528,1,0,1,1432,16,1,0,0,user182
62550,H,Vous passez souvent du temps ensemble?,07-11-18 08:42,1659,NULL,1315,28,3,2018-11-07 08:27:11.648,1,0,1,1315,10,0,0,0,user065
13651,H,Merci Sensei.,,441,NULL,1358,NULL,3,2018-09-21 09:45:17.882,1,0,1,1358,3,1,0,0,user108
49718,H,Bonjour.,,1283,NULL,1370,NULL,3,2018-10-23 07:35:58.695,1,0,1,1370,18,1,0,0,user120
57837,H,tu es?,06-11-18 07:39,1567,NULL,1320,4,3,2018-11-06 07:38:11.115,1,0,1,1320,3,0,0,0,user070
66852,H,Goerges est calme,,1774,NULL,1432,NULL,3,2018-11-08 11:59:44.369,1,0,1,1432,17,1,0,0,user182
77627,H,,,2017,NULL,1398,NULL,3,2018-11-12 10:55:47.750,1,0,1,1398,3,1,0,0,user148
38669,H,,,1049,NULL,1377,NULL,3,2018-10-16 09:14:10.718,1,0,1,1377,10,1,0,0,user127
70666,H,"Vous,c'est Vincent.",08-11-18 13:10,1861,NULL,1324,60,3,2018-11-08 13:06:21.959,1,0,1,1324,16,0,0,0,user074
33081,H,vous êtes le mari d'Angélique,,892,NULL,1420,NULL,3,2018-10-15 11:45:05.188,1,0,1,1420,16,1,0,0,user170
56911,H,Il est triste parce que vous avez mangé ses légumes,05-11-18 13:26,1536,NULL,1302,122,3,2018-11-05 13:15:36.389,1,0,1,1302,18,0,0,0,user052
18772,H,le monsur de frans stinkt,24-09-18 09:07,575,NULL,1252,NULL,3,2018-09-24 08:51:34.709,1,0,1,1252,10,0,0,0,user002
30851,H,Qui es-tu?,,852,NULL,1387,NULL,3,2018-10-15 11:04:54.227,1,0,1,1387,3,1,0,0,user137
73673,H,Quand vous déménagez au jardin?,12-11-18 07:59,1923,NULL,1298,79,3,2018-11-12 07:31:04.869,1,0,1,1298,16,0,0,0,user048
43650,H,tu t'appelles comment,,1148,NULL,1373,NULL,3,2018-10-16 09:51:19.716,1,0,1,1373,16,1,0,0,user123
17706,H,Tu es les autres hobbys,24-09-18 08:40,554,NULL,1263,NULL,3,2018-09-24 08:25:31.115,1,0,1,1263,10,0,0,0,user013
15646,H,bonjour,,492,NULL,1363,NULL,3,2018-09-21 12:19:42.522,1,0,1,1363,10,1,0,0,user113
19698,H,aaa,,595,NULL,1361,NULL,3,2018-09-25 13:07:34.828,1,0,1,1361,10,1,0,0,user111
41706,H,Pourquoi?,,1122,NULL,1423,NULL,3,2018-10-16 09:31:52.613,1,0,1,1423,10,1,0,0,user173
63753,H,,,1702,NULL,1449,NULL,3,2018-11-07 09:24:04.103,1,0,1,1449,10,1,0,0,user199
61621,H,,,1645,NULL,1430,NULL,3,2018-11-06 14:28:12.742,1,0,1,1430,10,1,0,0,user180
43567,H,Veus-tu rappeler tous de person de nom?,,1143,NULL,1375,NULL,3,2018-10-16 09:50:48.099,1,0,1,1375,16,1,0,0,user125
25852,H,aaa,,709,NULL,1351,NULL,3,2018-09-27 12:21:46.447,1,0,1,1351,20,1,0,0,user101
12219,H,Ca va bien?,21-09-18 07:31,417,NULL,1262,NULL,3,2018-09-21 07:29:36.430,1,0,1,1262,10,0,0,0,user012
54568,H,,,1491,NULL,1422,NULL,3,2018-11-05 12:32:18.575,1,0,1,1422,10,1,0,0,user172
40420,H,bonjour,16-10-18 09:21,1101,NULL,1279,NULL,3,2018-10-16 09:20:48.313,1,0,1,1279,10,0,0,0,user029
46818,H,Angélique porte une robe rose.,23-10-18 06:47,1219,NULL,1286,63,3,2018-10-23 06:35:37.202,1,0,1,1286,16,0,0,0,user036
50251,H,,,1292,NULL,1382,NULL,3,2018-10-23 07:44:44.321,1,0,1,1382,19,1,0,0,user132
23250,H,déménager au jardin,26-09-18 09:46,657,NULL,1264,NULL,3,2018-09-26 09:21:56.463,1,0,1,1264,16,0,0,0,user014
61103,H,,,1637,NULL,1436,NULL,3,2018-11-06 14:17:03.212,1,0,1,1436,10,1,0,0,user186
41429,H,Tu pense qui te fait ça Baldog ,16-10-18 09:27,1095,NULL,1276,NULL,3,2018-10-16 09:20:05.476,1,0,1,1276,10,0,0,0,user026
15759,H,je ne sais ps,,493,NULL,1357,NULL,3,2018-09-21 12:20:09.083,1,0,1,1357,10,1,0,0,user107
72649,H,Angélique est votre femme.,12-11-18 07:38,1916,NULL,1308,64,3,2018-11-12 07:30:22.529,1,0,1,1308,16,0,0,0,user058
48652,H,C'est un connaissance bien.,,1264,NULL,1375,NULL,3,2018-10-23 07:18:15.876,1,0,1,1375,16,1,0,0,user125
64649,H,rzegh,,1717,NULL,1442,NULL,3,2018-11-07 09:25:45.111,1,0,1,1442,3,1,0,0,user192
35680,H,qoui n'est pas coïncidence,16-10-18 06:55,979,NULL,1288,NULL,3,2018-10-16 06:46:07.337,1,0,1,1288,3,0,0,0,user038
47369,H, Quand est-ce que vous êtes arrivés dan le potager,23-10-18 06:58,1212,NULL,1274,NULL,3,2018-10-23 06:31:08.242,1,0,1,1274,16,0,0,0,user024
54029,H,,,1481,NULL,1415,NULL,3,2018-11-05 12:15:40.745,1,0,1,1415,16,1,0,0,user165
70672,H,z,08-11-18 13:10,1840,NULL,1327,NULL,3,2018-11-08 13:04:04.836,1,0,1,1327,18,0,0,0,user077
59263,H,oui j'ai entendu des voix,,1601,NULL,1445,NULL,3,2018-11-06 13:54:35.461,1,0,1,1445,3,1,0,0,user195
26516,H,qsfdqsf,,720,NULL,1356,NULL,3,2018-09-27 12:29:57.707,1,0,1,1356,16,1,0,0,user106
37794,H,,,1030,NULL,1368,NULL,3,2018-10-16 07:50:47.983,1,0,1,1368,10,1,0,0,user118
73676,H,Tus as vu les dragons?,12-11-18 07:59,1942,NULL,1299,NULL,3,2018-11-12 07:56:37.292,1,0,1,1299,18,0,0,0,user049
42513,H,Vous êtes l'homme d'Angélique.,,1131,NULL,1372,NULL,3,2018-10-16 09:39:57.915,1,0,1,1372,16,1,0,0,user122
70818,H,z,08-11-18 13:11,1840,NULL,1327,NULL,3,2018-11-08 13:04:04.836,1,0,1,1327,18,0,0,0,user077
60299,H,,,1625,NULL,1439,NULL,3,2018-11-06 14:11:55.506,1,0,1,1439,10,1,0,0,user189
72661,H,Comment ça va avec delphine?,12-11-18 07:38,1930,NULL,1300,92,3,2018-11-12 07:31:47.046,1,0,1,1300,17,0,0,0,user050
46705,H,Claudette a un appareil dentaire.,23-10-18 06:45,1208,NULL,1284,73,3,2018-10-23 06:30:16.573,1,0,1,1284,16,0,0,0,user034
22812,H,Louisn c'est quoi sa specialié,26-09-18 09:37,659,NULL,1256,NULL,3,2018-09-26 09:28:04.850,1,0,1,1256,18,0,0,0,user006
37919,H,oui,,1033,NULL,1378,NULL,3,2018-10-16 07:52:15.653,1,0,1,1378,10,1,0,0,user128
65411,H,,,1729,NULL,1426,NULL,3,2018-11-07 09:28:41.978,1,0,1,1426,3,1,0,0,user176
47622,H,Comment ça va avec ta filles,23-10-18 07:03,1236,NULL,1288,NULL,3,2018-10-23 06:55:56.313,1,0,1,1288,17,0,0,0,user038
34620,H,Qu'est-ce que vous pensez de Sensei,15-10-18 12:30,933,NULL,1301,NULL,3,2018-10-15 12:21:33.451,1,0,1,1301,10,0,0,0,user051
27275,H,,,731,NULL,1352,NULL,3,2018-09-27 12:35:08.815,1,0,1,1352,21,1,0,0,user102
17703,H,Pourquoi?,24-09-18 08:40,556,NULL,1255,NULL,3,2018-09-24 08:25:50.985,1,0,1,1255,10,0,0,0,user005
35555,H,mon nom est ■■■,16-10-18 06:51,958,NULL,1283,NULL,3,2018-10-16 06:35:57.626,1,0,1,1283,3,0,0,0,user033
56899,H,pourqoui êtes-vous de mauvais humeur?,05-11-18 13:25,1538,NULL,1306,24,3,2018-11-05 13:19:58.996,1,0,1,1306,10,0,0,0,user056
71577,H,Angelique porte une robe rose.  Vous étes le mari d'Angélique.,08-11-18 13:22,1865,NULL,1326,63,3,2018-11-08 13:07:28.150,1,0,1,1326,16,0,0,0,user076
14178,H,tu est aller où?,,456,NULL,1365,NULL,3,2018-09-21 09:50:06.390,1,0,1,1365,3,1,0,0,user115
55866,H,Il est un ours brun.,05-11-18 13:04,1522,NULL,1296,NULL,3,2018-11-05 13:01:37.803,1,0,1,1296,10,0,0,0,user046
43415,H,bonjour,16-10-18 09:49,1139,NULL,1269,NULL,3,2018-10-16 09:48:32.186,1,0,1,1269,17,0,0,0,user019
30565,H,,,844,NULL,1387,NULL,3,2018-10-15 09:05:00.257,1,0,1,1387,3,1,0,0,user137
47753,H,Georges a quel talent ?,23-10-18 07:05,1227,NULL,1270,129,3,2018-10-23 06:46:00.492,1,0,1,1270,18,0,0,0,user020
68838,H,,,1808,NULL,1424,NULL,3,2018-11-08 12:13:19.933,1,0,1,1424,19,1,0,0,user174
72360,H,Bonjour Baldog.,12-11-18 07:31,1924,NULL,1302,139,3,2018-11-12 07:31:12.745,1,0,1,1302,19,0,0,0,user052
76046,H,Claudette est le créative,,1987,NULL,1415,NULL,3,2018-11-12 09:33:17.878,1,0,1,1415,17,1,0,0,user165
31208,H,"D'accord, je vais de parler avec Baldog.",,861,NULL,1415,NULL,3,2018-10-15 11:05:15.748,1,0,1,1415,3,1,0,0,user165
37788,H,,,1030,NULL,1368,NULL,3,2018-10-16 07:50:47.983,1,0,1,1368,10,1,0,0,user118
49298,H,,,1274,NULL,1376,NULL,3,2018-10-23 07:20:06.111,1,0,1,1376,16,1,0,0,user126
17986,H,quoi est-ce que se passe avec votre maison?,24-09-18 08:47,560,NULL,1259,NULL,3,2018-09-24 08:26:01.856,1,0,1,1259,16,0,0,0,user009
35945,H,quel livre ?,16-10-18 07:02,967,NULL,1278,NULL,3,2018-10-16 06:40:09.009,1,0,1,1278,3,0,0,0,user028
51814,H,,,1353,NULL,1427,NULL,3,2018-10-24 08:36:45.347,1,0,1,1427,3,1,0,0,user177
56384,H,Delphine et la mère d'Angélique,05-11-18 13:15,1515,NULL,1300,NULL,3,2018-11-05 13:01:00.154,1,0,1,1300,16,0,0,0,user050
74745,H,Yvette est blonde.,,1966,NULL,1416,NULL,3,2018-11-12 09:23:33.753,1,0,1,1416,16,1,0,0,user166
61633,H,,,1645,NULL,1430,NULL,3,2018-11-06 14:28:12.742,1,0,1,1430,10,1,0,0,user180
62818,H,Qu est ce qui est arrivé à votre maison,07-11-18 08:48,1680,NULL,1327,80,3,2018-11-07 08:31:57.972,1,0,1,1327,16,0,0,0,user077
34760,H,Vous passezsouvent du temps avec Sensei?,15-10-18 12:32,932,NULL,1303,NULL,3,2018-10-15 12:20:52.295,1,0,1,1303,10,0,0,0,user053
34093,H,bonjout,15-10-18 12:20,916,NULL,1292,NULL,3,2018-10-15 12:03:32.155,1,0,1,1292,3,0,0,0,user042
64387,H,Bonjour monsieur.,,1713,NULL,1424,NULL,3,2018-11-07 09:25:25.992,1,0,1,1424,3,1,0,0,user174
36216,H,tu es baldog,16-10-18 07:08,998,NULL,1287,NULL,3,2018-10-16 07:07:34.900,1,0,1,1287,10,0,0,0,user037
23089,H,Il veut apprendre à voler,26-09-18 09:43,662,NULL,1257,NULL,3,2018-09-26 09:34:09.506,1,0,1,1257,18,0,0,0,user007
58376,H,je m appelle Rinc,06-11-18 07:52,1579,NULL,1329,NULL,3,2018-11-06 07:47:58.061,1,0,1,1329,3,0,0,0,user079
43281,H,Tu peux m'aider?,16-10-18 09:48,1104,NULL,1282,NULL,3,2018-10-16 09:21:01.975,1,0,1,1282,10,0,0,0,user032
11823,H,tu t' appelles,21-09-18 07:20,404,NULL,1251,NULL,3,2018-09-21 07:17:46.334,1,0,1,1251,3,0,0,0,user001
23354,H,.,26-09-18 09:49,642,NULL,1255,NULL,3,2018-09-26 09:14:56.272,1,0,1,1255,16,0,0,0,user005
38422,H,,,1040,NULL,1375,NULL,3,2018-10-16 07:58:34.460,1,0,1,1375,10,1,0,0,user125
77499,H,,,2015,NULL,1398,NULL,3,2018-11-12 10:54:04.555,1,0,1,1398,16,1,0,0,user148
77252,H,,,2009,NULL,1447,NULL,3,2018-11-12 10:07:22.517,1,0,1,1447,17,1,0,0,user197
63333,H,"J'ai perdu mes parents, tu as vu mes parents?",07-11-18 09:00,1659,NULL,1315,39,3,2018-11-07 08:27:11.648,1,0,1,1315,10,0,0,0,user065
32926,H,,,889,NULL,1387,NULL,3,2018-10-15 11:40:31.714,1,0,1,1387,16,1,0,0,user137
38940,H,,,1054,NULL,1385,NULL,3,2018-10-16 09:14:51.428,1,0,1,1385,10,1,0,0,user135
50608,H,,,1297,NULL,1387,NULL,3,2018-10-23 07:46:47.307,1,0,1,1387,20,1,0,0,user137
18367,H,m,24-09-18 08:58,559,NULL,1258,NULL,3,2018-09-24 08:25:56.270,1,0,1,1258,10,0,0,0,user008
31503,H,Au revoir!,,868,NULL,1421,NULL,3,2018-10-15 11:07:22.483,1,0,1,1421,3,1,0,0,user171
63848,H,,,1703,NULL,1445,NULL,3,2018-11-07 09:24:11.911,1,0,1,1445,10,1,0,0,user195
72780,H,Lisette est votre fille,12-11-18 07:41,1912,NULL,1311,70,3,2018-11-12 07:30:06.087,1,0,1,1311,16,0,0,0,user061
73167,H,bonjour,12-11-18 07:48,1935,NULL,1300,112,3,2018-11-12 07:48:16.251,1,0,1,1300,18,0,0,0,user050
77743,H,Bonjour Monsieur.,12-11-18 12:50,2023,NULL,1630,20,3,2018-11-12 12:49:44.845,1,0,1,1630,10,0,0,0,user300
46020,H,je ne suis desolé de personne,23-10-18 06:31,1191,NULL,1280,58,3,2018-10-23 06:25:33.831,1,0,1,1280,16,0,0,0,user030
42897,H,vous aves qoui ton probleme aves fichues limaces?,16-10-18 09:43,1069,NULL,1289,NULL,3,2018-10-16 09:17:39.100,1,0,1,1289,10,0,0,0,user039
58111,H,tu est qui ?,06-11-18 07:46,1568,NULL,1324,4,3,2018-11-06 07:38:11.337,1,0,1,1324,3,0,0,0,user074
38166,H,,,1036,NULL,1384,NULL,3,2018-10-16 07:52:48.217,1,0,1,1384,10,1,0,0,user134
67391,H,Comment ça va avec les filles?,,1783,NULL,1431,NULL,3,2018-11-08 12:01:09.822,1,0,1,1431,17,1,0,0,user181
47452,H,Louis est votre neveu.,23-10-18 06:59,1219,NULL,1286,78,3,2018-10-23 06:35:37.202,1,0,1,1286,16,0,0,0,user036
19448,H,Quand est ,,591,NULL,1358,NULL,3,2018-09-25 13:07:12.837,1,0,1,1358,16,1,0,0,user108
30684,H,,,847,NULL,1417,NULL,3,2018-10-15 09:10:45.612,1,0,1,1417,3,1,0,0,user167
59540,H,merci Sensei,,1608,NULL,1424,NULL,3,2018-11-06 13:55:10.405,1,0,1,1424,3,1,0,0,user174
35266,H,tu vas ou?,16-10-18 06:42,964,NULL,1284,NULL,3,2018-10-16 06:39:23.675,1,0,1,1284,3,0,0,0,user034
39077,H,tu est baldog,,1057,NULL,1378,NULL,3,2018-10-16 09:16:12.981,1,0,1,1378,10,1,0,0,user128
43001,H,"Oui, je suis un aventurier.",16-10-18 09:45,1107,NULL,1275,NULL,3,2018-10-16 09:21:35.929,1,0,1,1275,10,0,0,0,user025
51388,H,,,1311,NULL,1373,NULL,3,2018-10-23 07:57:37.936,1,0,1,1373,19,1,0,0,user123
17855,H,Je vais au Angélique.,24-09-18 08:44,550,NULL,1262,NULL,3,2018-09-24 08:24:58.543,1,0,1,1262,16,0,0,0,user012
42379,H,"moi, j'aime bien jouer de la guitare",16-10-18 09:37,1082,NULL,1277,NULL,3,2018-10-16 09:18:48.920,1,0,1,1277,10,0,0,0,user027
